genera	S1	S10	S101	S102	S103	S104	S105	S106	S107	S108	S109	S11	S14	S15	S16	S1601	S1602	S17	S18	S19	S20	S21	S22	S23	S24	S26	S27	S29	S3	S30	S31	S32	S33	S34	S36	S38	S39	S4	S40	S41	S42	S43	S45	S47	S49	S5	S51	S53	S55	S59	S6	S60	S62	S64	S65	S66	S67	S68	S73	S74	S75	S76	S77	S8	S81	S82	S83	S84	S85	S86	S87	S88	S89	S9	S90	S91	S92	S93	S95	S98
g__Tumebacillus	0	0	0	17	55	0	18	383	296	252	3	0	0	410	379	22	0	352	0	0	0	16	0	407	306	261	0	0	10	25	0	141	215	247	233	0	0	214	34	0	0	436	0	381	0	304	0	0	0	0	297	389	260	0	5	0	6	0	0	695	613	380	0	0	0	71	16	0	351	307	303	0	0	0	0	0	0	239	346	477
g__PNKF01	0	0	0	120	0	0	479	38	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	47	0	0	0	0	0	0	0	19	0	0	11	8	561	0	101	0	55	0	0	0	657	0	0	0	0	13	0	0	0	95	0	0	0	0	18	0	198	0	0	0
g__JAUSCH01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	9	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	193
g__Nannocystis	0	0	0	25	0	0	379	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	277	0	0	0	0	67	0	0	7	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
g__SXON01	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	3	0	2	85	0	106	0	399	0	12	0	0	0	270	16	0	0	0	1000	0	15	0	0	0	0	0	0	914	0	0	0	0	0
g__JAHBUY01	0	0	0	0	0	0	42	0	0	0	5	0	0	43	0	0	0	93	0	0	59	0	0	0	7	0	0	0	0	6	0	0	0	0	0	50	0	0	37	0	0	0	0	0	0	0	0	0	0	0	288	0	25	0	50	0	0	0	0	0	157	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	27	0	0	0
g__HRBIN30	0	0	0	29	0	0	41	0	0	0	0	0	0	254	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	100	0	55	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	82	0
g__Humidesulfovibrio	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
g__CAINDO01	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	109	0	93	0	130	0	12	0	0	0	2	0	0	0	0	25	0	0	0	0	0	0	0	0	17	0	0	0	0	6
g__Palsa-1233	0	0	0	17	0	0	183	12	0	0	0	0	0	0	292	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	44	0	6	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__UBA2767	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
g__JADLGL01	0	0	0	0	0	0	166	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Azospirillum	0	6	0	450	106	0	196	16	0	456	75	0	0	2137	408	129	2	17	181	588	0	0	0	298	182	165	29	0	0	51	61	0	0	0	0	226	0	514	0	173	0	260	37	0	201	16	0	94	0	3	878	286	1911	0	768	258	120	0	0	0	1357	192	0	0	290	336	0	4	80	223	4	0	104	25	434	0	617	384	474	470
g__JAGOUJ01	0	0	0	0	57	0	145	344	2	239	3	0	0	22	17	80	0	0	0	0	0	0	0	17	0	0	0	0	0	0	2	0	20	0	0	0	0	8	0	40	0	0	0	0	0	3	0	0	0	0	0	0	57	0	0	0	106	50	44	3183	98	53	0	0	212	74	0	0	0	263	0	0	3	0	72	0	46	24	12	35
g__Thalassobaculum_A	4	55	17	295	3	0	0	42	2	0	0	0	0	9	0	0	0	142	24	191	0	9	0	0	168	0	329	24	0	0	0	22	0	26	18	802	48	0	20	0	0	0	0	0	152	25	0	0	0	0	0	0	7	0	0	0	0	34	22	0	462	388	266	16	1138	0	0	0	5	0	0	588	0	216	0	0	5	308	0	0
g__Permianibacter	0	0	0	0	41	0	20	0	0	0	0	0	0	32	0	62	0	0	0	7	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	48	0	0	94	0	497	0	263	0	220	0	0	0	38	0	3	0	0	187	0	0	0	0	0	0	0	0	247	0	3	0	317	0
g__Parvibaculum	21	3479	0	1323	13	4	4	0	0	35	368	0	51	0	0	0	0	363	0	415	334	0	0	0	835	33	478	66	0	0	0	0	0	0	67	597	0	122	0	157	0	0	0	0	159	67	0	0	45	0	52	58	912	216	278	863	0	25	0	0	345	2065	195	46	246	0	0	0	0	845	0	208	443	545	0	0	0	308	76	0
g__Tahibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudomonas_E	363	0	0	12657	752	0	71	175	29	0	0	1158	0	81	729	726	40	0	0	0	0	0	0	0	0	367	0	0	0	24	558	0	0	61	0	0	46	1376	0	652	0	1353	39	31	0	354	90	234	0	0	901	0	1298	0	914	323	479	21	19	19	937	659	25	177	7	1591	0	0	20	1981	0	0	5	0	1073	0	0	0	269	28
g__Nocardioides	0	53	0	460	0	0	274	3	0	166	355	280	0	0	112	0	0	77	664	651	0	228	0	4	0	37	25	0	0	16	7	0	0	13	216	5	0	380	0	672	9	0	27	0	0	0	0	39	0	0	1238	36	492	0	754	630	56	0	0	0	0	0	30	493	37	0	0	8	0	864	6	0	159	0	49	0	3	147	0	15
g__JADJGC01	0	0	0	10	0	0	4	0	0	95	0	0	0	0	47	0	0	0	0	0	0	21	0	8	0	8	0	0	0	0	241	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	9	0	0	0	301	0	6	0	0	98	0	0	0	4	0	0	0	0	65	0	0	0	38	0	0	0	345	0	0	0	0	0	0	226
g__VGCI01	0	0	0	286	0	0	53	154	0	12	0	0	0	16	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	15	177	139	0	0	163	0	0	0	0	58	0	0	0	0	0	0	98	0	110	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
g__G023898745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	23	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Acidiferrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
g__CAIXLI01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	41	0	0	0	0	0	0	8	129	0	0	0	0	0	0	0	25	2	0	0	0	0	0	0	144	0	0	0
g__GCA-2737725	0	0	0	189	417	9	705	93	0	397	0	0	0	0	105	345	0	0	47	0	0	0	0	0	35	0	0	0	0	187	0	0	0	0	0	0	0	22	0	109	0	0	0	0	5	412	0	535	0	0	248	0	31	0	90	14	542	0	0	55	110	0	0	97	107	568	0	0	24	5	0	0	302	0	927	0	221	566	8	23
g__JACDDU01	0	0	0	282	8	0	67	15	3	270	0	0	0	27	0	0	0	0	0	20	0	0	0	0	149	192	0	0	0	0	0	0	0	0	0	7	0	0	0	207	0	0	0	0	5	12	0	5	0	0	102	0	248	0	339	31	21	0	0	0	184	0	0	0	0	0	0	0	0	553	31	0	5	0	9	0	106	0	5	311
g__UBA4722	0	0	0	0	4	0	0	0	0	0	0	0	0	327	72	20	0	0	2	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	90	0	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	23	0	77	0	0	0	59	0	0	0	0	0	0	0	0	245	0	0	0	0	12	0	0	0	46	0
g__Acinetobacter	0	0	0	0	0	0	0	38	0	0	0	304	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	55	0	29	21	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	60	12	0	291	0	49	7	0	15	9	10	226	4	12	0	6	5	0	0	23	174	0	0	7	0	0	0	0	0	0	0
g__H2-BAC3	0	0	4	270	3	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	45	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	3	260	0	0	0	22	13	0	0	0	0	0	0	0	0	0	12	0	149	0	0	0	11	318	0	0
g__QYPT01	0	0	398	0	583	0	0	78	0	0	115	0	0	0	113	650	83	0	0	0	0	3	0	50	0	0	0	0	0	0	0	0	0	19	0	0	0	303	471	0	0	504	0	0	0	98	0	370	0	0	0	0	0	0	0	0	648	0	0	0	0	0	142	0	0	825	0	0	0	0	0	0	0	0	685	0	0	0	1698	0
g__CG2-30-58-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0
g__Chryseolinea	0	0	0	0	165	0	0	30	0	0	0	0	0	0	92	68	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	14	0	0	0	0	0	10	0	34	0	0	0	392	183	0	200	0	50	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	34	48	0	8	30	0	0
g__G023898405	0	0	0	0	2	0	0	0	0	0	0	0	0	25	54	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	7	0	0	0	0	0	0	107	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
g__M0103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gracilibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	41	0	0	0	0	0	0	8	0	5	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	26	165	0	0	0	0	0	0	0	0
g__JAMPXM01	0	0	0	4	0	0	7	0	0	0	0	20	0	0	0	0	0	24	0	0	13	0	0	25	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	279	0	0	0	0	9	0	0	5	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	140	0	0	0	0	0	5	2
g__Fonsibacter	0	0	0	10	497	7	0	0	0	5	8	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	9	680	0	9	0	0	0	0	0	0	515	0	0	8	0	0	0	0	0	610	7	0	0	0	0
g__Phenylobacterium	87	323	187	469	314	0	0	324	0	228	262	855	0	384	193	39	0	852	349	235	380	95	0	1311	0	0	104	0	0	273	413	0	0	256	0	424	0	208	0	829	15	40	0	0	124	12	0	139	0	254	602	637	898	0	1564	58	21	5	3	320	30	3	83	87	113	78	0	0	0	1012	29	208	147	8	363	0	538	331	107	521
g__BOG-1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	55	0	0	310	0	81	0	185	0	108	0	0	0	5	0	0	0	0	0	0	0	0	23	0	0	0	93	13	0	0	0	4	0
g__CANFHS01	0	0	0	19	5	0	221	2	0	0	0	0	0	122	175	0	0	0	0	26	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	6	0	121	0	0	0	0	0	3	0	146	0	0	0	0	77	0	29	0	128	0	0	0	120	0	3	0	9	6	0	0	0	8	0	0	0	0	6	0	0	0	11	0
g__UBA923	0	0	0	2	0	0	0	0	0	0	0	0	0	134	0	5	0	0	0	17	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	21	0	41	0	0	2	0	0	2	0	5	0	0	0	0	8	0	13	0	25	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	20
g__CAIXSE01	0	0	0	50	0	0	39	4	0	0	0	0	8	0	155	0	6	262	288	0	0	48	0	0	0	23	0	0	0	21	2	0	0	0	0	20	0	0	2	15	0	0	0	0	0	0	0	0	0	0	24	0	0	15	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	74	0	0	0	0	0	0	0
g__Miltoncostaea	0	0	0	4	0	0	68	3	0	8	23	0	0	42	131	6	5	0	345	270	0	0	0	202	6	53	0	0	0	0	28	0	0	0	0	0	0	277	0	489	0	113	16	0	1	3	2	11	0	15	214	27	250	0	958	42	21	0	0	0	18	209	0	0	53	1	0	0	0	58	0	0	173	50	22	0	49	310	91	392
g__JAAXWY01	0	0	0	0	0	0	16	0	0	0	4	32	0	0	249	0	0	48	0	0	12	52	0	0	0	0	9	0	0	38	65	0	0	0	0	17	0	0	76	0	0	0	59	0	0	0	0	0	0	0	0	0	0	16	6	232	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__VFJN01	0	65	0	211	0	0	24	0	0	58	293	0	0	0	98	0	0	0	32	0	0	0	0	276	0	0	0	3	0	0	4	0	0	0	0	32	0	351	0	520	0	25	71	0	291	0	0	36	0	0	17	0	589	0	470	84	35	0	0	0	0	0	0	0	107	0	0	0	0	0	46	0	89	0	150	0	36	9	0	0
g__JAAZBK01	21	0	0	0	0	0	0	933	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	53	5	0	24	0	0	0	0	0	0	0	0	193	0	9	0	0	0	0	0	0	0	0	12	0	269	0	0	0
g__JAEKLB01	0	0	0	0	0	0	13	0	0	0	300	0	0	0	243	0	0	35	0	13	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	4	375	17	0	0	5	0	272	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	83	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	492	75	0
g__SZUA-430	0	0	0	358	0	0	17	485	0	0	125	438	0	20	77	7	0	0	0	6	0	30	0	0	24	0	0	0	0	0	2	0	0	0	0	74	0	13	0	431	0	0	0	0	8	0	0	201	0	5	183	2	564	0	152	20	175	0	0	0	133	0	7	0	0	675	0	0	0	139	0	0	23	0	342	18	858	0	0	0
g__QKMZ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	3	0	0	0	0	13	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2
g__UBA7672	0	0	0	388	131	0	198	346	0	139	234	237	0	0	0	149	0	0	73	0	0	265	0	0	0	124	0	0	0	27	311	0	0	0	0	0	0	0	0	29	0	0	0	0	0	7	0	72	0	0	0	0	423	0	210	147	129	0	0	42	941	0	0	0	0	328	0	11	0	835	0	0	0	0	517	0	538	214	0	301
g__JABCZS01	0	0	0	0	0	0	5	47	0	274	0	0	0	0	21	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	46	0	0	0	16	0	0	0	0	0	8	0	0	0	0	45	0	19	0	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__BMAH01	0	0	0	4	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	77	0	164	0	84	0	0	0	6	0	29	0	0	0	0	35	0	162	0	8	0	0	595	157	0	0	0	18	0	0	0	0	191	0	0	23	50	0	0	93	0	0	0
g__JANWZI01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	93	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__JADFXI01	0	0	0	0	0	0	20	0	0	0	0	0	0	0	139	0	0	646	131	289	456	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	68	0	0	0	0	0	0	0	116	0	0	0	0	138	0	0	0	0	0	4	0	0	322	0	0	133	0	3	0	0	68	153	0	0	151	3	5	0
g__Geothrix	0	0	20	0	0	0	0	0	0	0	0	0	0	24	3	0	0	57	0	0	39	11	0	0	0	128	0	0	0	247	0	0	0	0	0	0	0	124	0	0	0	91	0	0	30	0	0	0	0	0	0	0	0	5	32	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	360
g__JACZRV01	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	65	0	0	0	0	0	0	0	0	0	0	0	0	779	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
g__JAADFS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	16	27	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89
g__G958295825	0	0	0	81	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	18	0	787	0	5	0	0	2	0	0	9	0	0	9	0	785	0	136	4	44	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	8	3	0	0	534	0
g__Sideroxyarcus	135	504	947	114	3	86	386	474	0	162	107	0	9	1	1360	0	0	1295	11	513	769	479	0	10	44	428	1020	82	0	0	160	0	0	0	0	8	0	3	0	57	0	0	0	42	769	0	23	84	0	0	433	0	86	0	26	216	134	0	0	27	4	54	18	1	362	4	148	0	584	0	51	0	8909	888	0	0	83	1951	0	1138
g__Rhodoferax	0	278	508	274	462	0	427	715	0	225	0	1584	0	440	401	802	0	0	191	194	0	15	0	0	536	87	429	0	0	0	0	31	0	0	0	450	0	232	126	245	8	68	0	0	0	942	0	841	53	0	500	0	15	473	210	8	837	0	57	0	98	0	84	160	0	362	22	0	0	10	408	88	0	0	136	108	445	0	360	458
g__WYBJ01	0	0	0	322	0	0	0	0	0	90	0	0	0	0	14	0	0	0	88	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	14	0	0	0	0	61	0	231	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	43	0	46	0	0	30
g__Ga0077527	0	0	0	0	0	0	248	19	0	0	172	0	0	0	42	39	0	22	0	0	4	31	0	0	276	171	374	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	48	0	0	68	0	18	158	0	0	35	0	0	0	353	137	0	0	0	94	0	0	0	150	0	0	0	0	121	0	538	0	0	691
g__Thiobacillus	0	36	1097	370	0	0	542	25	0	0	91	217	31	0	1320	0	18	458	337	4	155	0	0	863	41	130	1044	39	0	0	0	0	0	0	0	514	0	11	0	123	0	0	0	0	350	0	0	0	35	68	829	58	259	233	285	278	0	0	34	43	105	92	530	0	979	0	0	21	492	51	127	583	824	271	0	39	746	425	0	297
g__Aquella	0	0	0	0	26	0	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	167	0	0	0	0	120	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	240	0	7	0	0	0
g__VFZK01	0	0	0	78	2	0	0	0	0	31	0	0	0	502	3	0	0	0	0	0	0	2	0	0	115	0	0	0	0	0	0	0	0	0	0	29	0	132	11	360	0	0	0	0	0	0	0	24	0	0	0	0	480	0	403	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	750	0
g__DP-6	0	0	0	0	0	0	0	0	0	0	123	9	0	19	60	3	0	215	0	0	48	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0	0	13	0	0	16	0	0	0	0	470	0	940	25	7	0	0	0	3	0	0	0	23	19	0	0	0	13	0	0	0	0	90	5	0	41	0	304
g__JAEXMB01	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	60	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	109	2	0	0	0	0	0	0	91	0	0	0	12	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	75	0	2	253	0	0	0
g__JAEUSE01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
g__UBA10988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Propionigenium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__JAFGTE01	0	12	67	0	7	0	0	0	0	0	0	0	0	0	299	0	0	0	0	4	0	13	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	0	53	0	10	0	0	0	0	0	125	0	0	0	0	0	0	0	0	158	0	0	0	124	0	0	2	0	0	0
g__UBA9655	0	0	0	360	0	0	148	364	0	441	141	0	0	102	295	19	0	0	0	66	0	0	0	0	112	79	21	20	0	0	0	0	0	0	0	10	0	308	45	181	0	119	14	2	36	33	0	76	0	3	0	53	39	0	561	30	99	5	0	746	261	4	0	0	43	41	0	3	29	221	4	0	367	50	48	0	259	0	29	121
g__JAUVXE01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	164	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ga0077553	0	0	0	0	119	0	0	470	0	0	0	0	0	0	42	117	0	0	0	0	0	6	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	8	13	0	0	0	0	0	3	0	0	0	0	0	298	0	0	0	0	0	0	0	28	13	0	0	0	0	557	0	15	0	0	0	0	0	0	606	0	76	0	0	0
g__JAMCQB01	0	0	36	0	0	0	0	0	0	0	29	109	0	0	187	0	0	68	8299	115	0	0	0	71	0	0	19	0	0	0	0	0	0	0	0	28	0	0	0	6	0	0	0	0	27	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	50
g__JAKBEL01	0	0	0	59	0	0	47	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	12	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
g__SHWF01	0	0	0	0	27	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	28	0	19	0	0	0	0	0	213	0	0	0	0	18	0	0	0	0	0	0	0	0	139	0	69	0	0	0
g__J050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	40	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__JALOTU01	0	0	0	373	0	0	88	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	261	0	19	0	0	0	0	0	17	0	0	0	0	25	0	637	0	91	0	0	0	226	0	0	0	0	0	0	6	0	0	0	0	0	0	27	0	18	0	0	0
g__Dysosmobacter	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
